origin,destination,euclidean,nb_paths,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths
25303224#0,-340151719#1,1.1682194043574492,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4968774,623182790#2,1.8587244004306047,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211285108#0,14581116#1,2.562236837424628,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-245764889,931673333,22.561294441821296,10001,1.0,1.0,38.0,293.0,1112.0,2286.0,3538.0,4782.0,6022.0,7066.0
-30336752#4,-189145628#5,2.6989510375867494,8425,703.0,2895.0,4545.0,5576.0,6137.0,6436.0,6618.0,6720.0,6761.0,6963.0
52026998,-45778841#2,22.00229861106315,10001,1.0,3.0,23.0,170.0,652.0,1412.0,2382.0,3371.0,4317.0,5260.0
-52027005#1,-201671802#2,15.204531756847176,10001,1.0,13.0,107.0,593.0,1604.0,3194.0,4919.0,6502.0,7849.0,8871.0
4968774,26603867#0-AddedOnRampEdge,2.1195805346328744,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45336762#2,329347634,0.9941369229983328,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-34181662#1,161974893#0,1.441837769609348,2067,4.0,38.0,134.0,299.0,569.0,842.0,1151.0,1426.0,1660.0,1817.0
591311355#0,274920695#1-AddedOnRampEdge,9.084330555550276,9987,4.0,61.0,491.0,1573.0,3065.0,4751.0,6352.0,7734.0,8836.0,9506.0
-25802990#2,-210933745#0,1.1486371792066,423,8.0,26.0,37.0,46.0,62.0,90.0,138.0,175.0,219.0,252.0
154635176,29026699,1.755011054005313,132,4.0,8.0,24.0,35.0,54.0,68.0,79.0,96.0,105.0,113.0
-900439225#0,1051205981,14.931252974014193,9838,55.0,184.0,442.0,655.0,894.0,1340.0,2090.0,3136.0,4367.0,5653.0
30138383,27676424,2.215923016435179,9314,59.0,237.0,613.0,1272.0,2390.0,3731.0,5060.0,6197.0,7092.0,7758.0
120066528#0,329347640,23.42835253214591,10001,1.0,11.0,249.0,1217.0,2567.0,3764.0,4702.0,5305.0,5797.0,6216.0
34427441,156559116#0-AddedOnRampEdge,19.10211982329662,10001,1.0,12.0,232.0,1403.0,3901.0,6669.0,8483.0,9417.0,9823.0,9954.0
976302759,-120213604#16,3.465679899666737,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-900439225#2,201669212#1,1.4029764575387738,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
4494465#0,264566221#0,1.408349285688273,4271,23.0,166.0,460.0,912.0,1523.0,2136.0,2744.0,3200.0,3601.0,3904.0
28901010#2,81130456#0,1.6231586585496447,4060,40.0,210.0,440.0,775.0,1154.0,1446.0,1695.0,2040.0,2410.0,2739.0
329092948#0,-167107633#7,20.02860297293404,10001,1.0,2.0,9.0,136.0,612.0,1652.0,2980.0,4357.0,5673.0,6819.0
-900439225#0,29088237#0,14.263344340351397,9986,133.0,378.0,639.0,830.0,1010.0,1290.0,1921.0,3020.0,4405.0,5763.0
15495468,687286791,1.5645623482364408,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39894345#4,44128866,19.238749997402035,10001,1.0,1.0,45.0,476.0,1959.0,4473.0,7016.0,8726.0,9582.0,9883.0
-23313103#10,166651372#0,0.7313650880164732,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-271144307#1,268566430,1.7300507859802408,8312,14.0,56.0,140.0,351.0,730.0,1234.0,1793.0,2485.0,3222.0,4000.0
-24959733#4,-280015746#2,1.3143969286095456,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28336493#0,329347640,10.56390290413168,10001,21.0,411.0,1726.0,3538.0,4993.0,5967.0,6756.0,7305.0,7719.0,8053.0
1086753710,30637341,11.590319959349358,10001,4.0,57.0,347.0,981.0,1975.0,3028.0,3990.0,4795.0,5399.0,5979.0
537191923,-264588966#1,21.22600906872324,10001,1.0,11.0,243.0,947.0,2148.0,3548.0,4943.0,6106.0,6970.0,7691.0
23106293#0,252472885#1,8.536996497905008,10001,3.0,36.0,277.0,741.0,1475.0,2499.0,3708.0,4955.0,6056.0,6928.0
24490143,8421659#6,1.4246858582713966,1005,16.0,82.0,205.0,317.0,438.0,588.0,711.0,792.0,855.0,918.0
722586614#1,305718791#0,19.272960495794624,10001,1.0,2.0,43.0,325.0,1070.0,2323.0,3810.0,5224.0,6452.0,7377.0
4059164#1,166257404#2,19.118664616522626,9994,2.0,93.0,549.0,1282.0,2094.0,2850.0,3605.0,4345.0,5148.0,5957.0
284186095#0,299450990,12.834226269660702,10001,1.0,23.0,171.0,577.0,1223.0,1956.0,2882.0,4240.0,5661.0,6871.0
196204239#0,15243110#3,2.579943690378483,7182,52.0,265.0,662.0,1135.0,1603.0,1969.0,2660.0,3552.0,4309.0,4882.0
196664112#0,377388789#0,2.265818599151917,2436,10.0,30.0,71.0,151.0,317.0,609.0,1023.0,1410.0,1809.0,2089.0
-283793961#1,270447489#0,1.824788843650171,623,14.0,16.0,34.0,50.0,67.0,94.0,143.0,179.0,221.0,266.0
-23345508#9,-27956778#5,7.081595060804894,9713,14.0,113.0,451.0,1115.0,2123.0,3483.0,4858.0,6025.0,6901.0,7677.0
4969364,-34761131#4,2.5382926047996355,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24942331#0,-192123618,7.649430901391493,10001,30.0,292.0,947.0,1909.0,2989.0,4110.0,5224.0,6248.0,7127.0,7866.0
-28873811#1,-699356936#1,4.074486290201472,9983,133.0,533.0,1071.0,1933.0,3051.0,4408.0,5860.0,7032.0,7894.0,8489.0
34696886#0,350878471,10.342139631850756,9987,1.0,53.0,455.0,1625.0,3321.0,4993.0,6304.0,7487.0,8533.0,9267.0
997572377#0,-52007678#0,9.961079074202296,9998,14.0,214.0,935.0,2109.0,3214.0,4229.0,5179.0,6210.0,7180.0,7919.0
4968774,-59310707,6.010148327296888,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39894345#0,-45336762#2,1.0302200890883872,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25802990#0,24754174#1-AddedOnRampEdge,1.2753334616770438,27,6.0,8.0,14.0,20.0,20.0,20.0,21.0,21.0,22.0,24.0
505304860-AddedOffRampEdge,435750367#0,2.141974493420096,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-265512316#1,-268645250#1,1.579532993202028,1100,36.0,120.0,215.0,333.0,452.0,548.0,617.0,677.0,776.0,913.0
-319800779#2,-442468873,3.4977466306798983,9783,241.0,1622.0,4249.0,6736.0,8181.0,8936.0,9315.0,9549.0,9684.0,9754.0
156964940#0,29026701#1,0.8744844996302966,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
329347631,23312905#0,14.465542421966658,10001,1.0,13.0,309.0,1732.0,4298.0,6926.0,8646.0,9517.0,9860.0,9964.0
1040768492,38558154#0,4.31022234678141,9777,197.0,816.0,1669.0,2514.0,3404.0,4252.0,5090.0,5863.0,6536.0,7153.0
-284620717#3,236789965,17.451101843735458,10001,1.0,11.0,136.0,593.0,1449.0,2429.0,3341.0,4282.0,5417.0,6518.0
353028462#0,172410734#4,1.811411878555962,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-120066554#2,-172431733,1.728176036020068,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-257917686#3,45031903#1,19.511407946491925,10001,1.0,1.0,15.0,158.0,590.0,1317.0,2328.0,3812.0,5578.0,7287.0
-377381239,-34334482,2.6193187753035803,6880,55.0,266.0,721.0,1575.0,3012.0,4018.0,4856.0,5466.0,5800.0,5980.0
1036789793,-437923969#1,2.3157371675450555,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303315579,1005203818,1.365661429988415,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370628341,-30337561#1,3.554309686123864,6881,11.0,82.0,324.0,862.0,1638.0,2614.0,3604.0,4425.0,4930.0,5178.0
34427441,-255651706,16.789342423736613,9690,158.0,386.0,820.0,1540.0,2483.0,3789.0,4997.0,6030.0,6806.0,7451.0
244564998,939311533,3.4727822829182373,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-4019517#1,-266382767,1.167731542544672,718,10.0,14.0,31.0,61.0,102.0,150.0,203.0,273.0,333.0,401.0
25303224#0,373179933,1.1905727470071552,556,17.0,57.0,101.0,131.0,181.0,268.0,394.0,493.0,522.0,536.0
-353017629#0,1097232715#3,2.4839755986034606,3365,7.0,24.0,60.0,179.0,404.0,677.0,975.0,1369.0,1787.0,2208.0
24959676,44157799#0,1.7494144556540747,4611,15.0,139.0,367.0,551.0,825.0,1200.0,1699.0,2114.0,2489.0,2940.0
273814481#1,88462601,10.501383148529593,10001,1.0,12.0,138.0,646.0,1855.0,3552.0,5397.0,6943.0,8136.0,8861.0
33806837#1,1008851426#0,3.910955749606693,8113,51.0,788.0,1525.0,2339.0,3596.0,4636.0,5569.0,6388.0,6990.0,7450.0
4969364,623182790#3,2.0030444934962133,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
350878472,-30336741#3,22.406814195083044,9951,118.0,441.0,869.0,1703.0,2905.0,4084.0,5210.0,6152.0,6904.0,7501.0
698849921,168044212#0,5.006107247399891,8457,66.0,444.0,1157.0,2279.0,3977.0,5655.0,6994.0,7753.0,8116.0,8278.0
23762260#0,4824811#3,19.65024833854019,10001,1.0,1.0,6.0,89.0,417.0,1233.0,2369.0,3729.0,5079.0,6350.0
263984443#0,274433591-AddedOffRampEdge,7.49722868787287,9998,43.0,416.0,1236.0,2582.0,4560.0,6637.0,8222.0,9150.0,9617.0,9834.0
370462000,120213604#15,3.802480868235632,7226,38.0,287.0,549.0,1190.0,2652.0,3998.0,5116.0,5886.0,6392.0,6756.0
668139707,591311358#1,1.7814004269292911,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-42110172#4,-248637522#7,14.454867805056203,10001,7.0,48.0,283.0,1097.0,2730.0,4550.0,6179.0,7509.0,8530.0,9272.0
-48957518#2,273759831#0,1.717908544394716,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-95788039#1,333570295#0,3.8588215677839193,10001,11.0,68.0,185.0,449.0,956.0,1681.0,2690.0,3921.0,5176.0,6343.0
31539641#3,-477253936#0,4.545629017332695,3650,247.0,734.0,1287.0,1717.0,2161.0,2518.0,2756.0,2934.0,3127.0,3259.0
116051215#0,274919595-AddedOnRampEdge,1.6704937712716592,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25802990#0,44308005#1,1.2720802153320632,612,3.0,4.0,18.0,45.0,93.0,168.0,242.0,290.0,319.0,331.0
-62257433,-172345924#2,1.2294615132905002,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-264652618#1,-353017627,7.072938066918505,9980,25.0,195.0,805.0,1721.0,2811.0,3928.0,5075.0,6200.0,7125.0,7947.0
350878472,15495453#0,0.8778778575652055,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307140208,-203301195#1,24.120698806981554,10001,1.0,2.0,23.0,150.0,424.0,1135.0,2300.0,3797.0,5325.0,6726.0
-29200751#1,-1021103984#2,1.0339586554967477,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
-899831802,34761131#5,2.197922406594522,70,6.0,10.0,10.0,11.0,18.0,29.0,30.0,30.0,30.0,31.0
565727007#3,46347897,10.426165276558889,9996,2.0,33.0,188.0,550.0,1137.0,1911.0,2911.0,4025.0,5165.0,6238.0
-31775378,250328447,8.701203765629453,9964,175.0,734.0,2195.0,3764.0,5148.0,6354.0,7470.0,8262.0,8784.0,9173.0
4969364,379064176,4.119831502646728,4156,161.0,532.0,747.0,770.0,839.0,1059.0,1415.0,1853.0,2748.0,3834.0
-30965849,-42958356#3,6.68309018886645,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
396533506,305542170,15.906908691066048,10001,1.0,42.0,303.0,791.0,1423.0,2357.0,3662.0,4907.0,6042.0,7059.0
25333715#0,-44722492#0,4.238486524173582,9538,166.0,593.0,1293.0,2438.0,4039.0,5245.0,6216.0,7048.0,7688.0,8132.0
23313103#1,-277547379,2.361645469172576,4848,158.0,509.0,996.0,1463.0,1918.0,2336.0,2775.0,3113.0,3455.0,3832.0
52026998,-259714471#0,3.4370610588063384,6447,6.0,27.0,112.0,296.0,635.0,1097.0,1608.0,2266.0,2880.0,3556.0
52026998,703831244,2.25612911798939,2813,3.0,5.0,18.0,45.0,80.0,136.0,331.0,568.0,757.0,878.0
85864384,277565888,1.9176609728483005,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-25802990#4,-259714471#2,2.287529697109504,3336,2.0,10.0,21.0,52.0,119.0,223.0,400.0,595.0,853.0,1203.0
-1040768490,156888736#6,4.095794357669483,9689,44.0,313.0,814.0,1453.0,2158.0,2837.0,3550.0,4245.0,5068.0,5748.0
329347624,373179925,4.651519110497663,4837,91.0,337.0,882.0,1483.0,1970.0,2613.0,3152.0,3475.0,3746.0,3988.0
211285108#0,45831503#1,1.8012068143856486,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51183235#3,93724456#5,1.062968713565766,418,12.0,28.0,51.0,80.0,134.0,196.0,242.0,271.0,309.0,336.0
111599181,-166636453#3,1.2791517075982175,456,20.0,67.0,178.0,296.0,391.0,437.0,456.0,456.0,456.0,456.0
294556832#1,274919606,1.4404720859074374,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16736173,283811532#3,1.1406062670880337,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378950435#0,144277522,3.631095172816286,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
891174715,-243051430#0,3.744780943813091,6660,225.0,1539.0,3239.0,4489.0,4915.0,5025.0,5111.0,5360.0,5832.0,6308.0
257917686#1,24490288,2.6062411636084715,4456,4.0,25.0,73.0,222.0,540.0,942.0,1628.0,2318.0,2956.0,3587.0
743621894,274957206-AddedOnRampEdge,0.9965131638005564,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
246809622#0,-93151609#2,3.386553463546981,9471,210.0,633.0,1323.0,2561.0,4071.0,5495.0,6684.0,7804.0,8567.0,9026.0
-302251249#2,172431723,1.7656317681857776,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034296964#0,537191925#0,1.8640417052725529,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120066566,370462000,1.2101870446601266,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-156964938,95111039#0,2.6852512657182093,960,14.0,50.0,135.0,262.0,398.0,537.0,662.0,764.0,840.0,899.0
172431729,120191836,1.3584385114461082,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4969364,35272282#0,16.61819561734278,10001,13.0,86.0,397.0,1219.0,2801.0,4618.0,6310.0,7649.0,8540.0,9181.0
350878472,44128866,18.9418431188781,10001,1.0,8.0,249.0,1766.0,4746.0,7519.0,9136.0,9741.0,9949.0,9999.0
14580806#0,35023180,7.595563942268483,9999,20.0,246.0,1087.0,2291.0,3618.0,4832.0,5980.0,6872.0,7615.0,8222.0
50306434#0,27418391#0,1.7070184684399203,2358,6.0,14.0,36.0,63.0,132.0,237.0,387.0,598.0,837.0,1090.0
4969364,-33830647#1,30.05169321163472,10001,1.0,2.0,27.0,351.0,1442.0,3079.0,4907.0,6595.0,7889.0,8806.0
44722581#1,161364982,11.34466686197983,10001,1.0,35.0,212.0,641.0,1482.0,2685.0,3817.0,4741.0,5464.0,6110.0
196204281,32064990,20.44579974889344,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24552235,25941836#0,2.756572502828585,1857,2.0,5.0,12.0,32.0,97.0,198.0,418.0,663.0,964.0,1238.0
-189145628#5,46613985,4.437073333322668,9385,498.0,1013.0,1342.0,1776.0,2202.0,2508.0,2767.0,3095.0,3544.0,3990.0
639995660#0,394317170,19.761424356110727,10001,1.0,5.0,61.0,316.0,850.0,1600.0,2670.0,3957.0,5353.0,6590.0
329347624,-45336762#2,0.9987906493636802,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24959487#7,273801367,4.649222603585295,9561,903.0,2440.0,3570.0,4385.0,5254.0,6157.0,7155.0,8039.0,8747.0,9151.0
4969364,-34761131#1,2.4354109245630085,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201508721#3,-59310707,6.259036706212163,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28403355#2,-201673025#1,24.152046871947437,10001,1.0,1.0,14.0,150.0,720.0,1902.0,3442.0,5025.0,6372.0,7449.0
1106797693#0,23679576#0,4.893573962262451,9802,17.0,149.0,510.0,1073.0,2018.0,3126.0,4345.0,5691.0,6863.0,7877.0
267237019,-371755835#4,8.970725673128428,9996,15.0,180.0,671.0,1523.0,2654.0,3945.0,5311.0,6458.0,7445.0,8256.0
-248637522#5,-201672006#0,1.4992887594840154,558,1.0,6.0,11.0,25.0,47.0,61.0,92.0,118.0,154.0,223.0
154635176,95104320,1.2226045181433962,1098,17.0,56.0,86.0,136.0,206.0,264.0,298.0,319.0,345.0,397.0
166651369#0,-224110503,2.232198491616821,5058,38.0,164.0,406.0,664.0,1090.0,1562.0,2084.0,2571.0,2968.0,3392.0
19786592#0,48820365#0,1.7273703272442311,7531,69.0,339.0,876.0,1779.0,3025.0,4266.0,5261.0,6004.0,6514.0,6851.0
900439225#2,26603867#1,1.7159472349390796,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128382009,60003130,7.336858031467435,10001,1.0,7.0,47.0,187.0,583.0,1399.0,2731.0,4457.0,6127.0,7476.0
52026998,41433107,2.79627911545973,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-162797952#2,44130918,10.302319953386178,10001,14.0,164.0,731.0,1717.0,3034.0,4517.0,5982.0,7210.0,8207.0,8887.0
-297192629#1,190028547,4.931017011872299,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378950417,-224110503,1.789762155034936,80,10.0,20.0,36.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0
243051430#0,418136497,2.968442372652305,6982,200.0,1292.0,3605.0,4982.0,5758.0,6197.0,6526.0,6737.0,6858.0,6908.0
-606157575#2,32039826#0,1.6132607380005977,3521,48.0,99.0,310.0,708.0,1266.0,1792.0,2248.0,2498.0,2699.0,2817.0
1036789795,33806837#0,1.1168282537321774,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267219951#0,350878471,12.033838196743757,8638,4.0,99.0,461.0,1295.0,2384.0,3548.0,4472.0,5203.0,5785.0,6298.0
353012711#0,277608595,3.63989910436566,7238,58.0,796.0,2270.0,3639.0,4751.0,5555.0,6177.0,6635.0,6931.0,7108.0
397978443#5,218121008#5,1.8725456706451464,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
591311355#0,-75538658#2,3.7862817883682256,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268561248#0,28116598,1.9494132873422465,5169,27.0,108.0,661.0,1501.0,2469.0,3216.0,3807.0,4354.0,4690.0,4887.0
370037154,931673333,18.917312391267696,10001,1.0,1.0,1.0,32.0,230.0,907.0,2248.0,4040.0,5847.0,7329.0
172431733,79270981#0,17.233265572670877,10001,1.0,4.0,30.0,163.0,460.0,975.0,1730.0,2594.0,3672.0,4700.0
-59310707,457204667,19.314178619649194,9990,379.0,937.0,1621.0,2186.0,2630.0,3105.0,3742.0,4549.0,5465.0,6471.0
912309235,-172431730,0.7984097159814132,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37455489#0,623182790#4,4.772115943185257,9495,755.0,2784.0,5825.0,7729.0,8620.0,9034.0,9266.0,9421.0,9474.0,9493.0
135046797#0,276504198,1.687354473559326,8760,25.0,207.0,469.0,939.0,1579.0,2164.0,2821.0,3372.0,4065.0,4778.0
264517777#0,-722584443,17.037736764790417,10001,1.0,13.0,182.0,938.0,2466.0,4433.0,6283.0,7643.0,8554.0,9122.0
53843594,623182790#2,9.27880775580185,7561,368.0,1537.0,2715.0,4008.0,4943.0,5856.0,6740.0,7239.0,7457.0,7540.0
252117618#0,23219961#2,6.949197507489688,10001,1.0,27.0,214.0,840.0,1907.0,3231.0,4662.0,6165.0,7378.0,8361.0
-953042437#1,-53420585#3,14.1608470449619,10001,1.0,18.0,123.0,456.0,1299.0,2769.0,4512.0,6094.0,7421.0,8330.0
52026998,439079660,2.9264653057387573,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-302251249#2,172431730,1.6900849387260266,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400161706,-116490719#2,1.4749909108517418,277,10.0,22.0,39.0,66.0,79.0,102.0,125.0,154.0,174.0,192.0
1042246463,252472885#0,12.820606914876018,10001,2.0,36.0,240.0,778.0,1613.0,2683.0,4091.0,5554.0,6941.0,8015.0
967035155#0,1040612078,7.273638029144824,10001,18.0,104.0,272.0,644.0,1248.0,2036.0,2988.0,3847.0,4610.0,5302.0
32760791#4,144391015#1,1.3952559555785329,579,9.0,69.0,119.0,250.0,319.0,431.0,501.0,549.0,576.0,579.0
-33806881#7,25224672#0-AddedOffRampEdge,17.893523104938744,10001,1.0,3.0,38.0,190.0,615.0,1384.0,2531.0,3939.0,5381.0,6724.0
23285547#0,689695310#1,16.939932404277894,10001,1.0,2.0,55.0,418.0,1318.0,2742.0,4310.0,5654.0,6823.0,7760.0
-900439225#0,-240181965#3,16.275267496237728,10001,5.0,56.0,291.0,1250.0,3025.0,5056.0,6867.0,8295.0,9218.0,9719.0
-1053273107#1,263965142,4.036274897436391,9817,327.0,997.0,1901.0,2976.0,4265.0,5883.0,7231.0,8219.0,8807.0,9179.0
-278894968#0,802438416,14.921073017890487,10001,1.0,1.0,1.0,17.0,192.0,777.0,1930.0,3552.0,5226.0,6629.0
431896607,-145123632#2,5.106190810257803,9181,31.0,234.0,712.0,1530.0,2515.0,3442.0,4126.0,4632.0,5069.0,5549.0
259714471#4,-201671812#0,14.942328432575144,10001,1.0,7.0,60.0,361.0,1226.0,2898.0,4904.0,6742.0,8155.0,9049.0
250328448,265859272#0,5.389698312593249,8843,57.0,581.0,1756.0,3234.0,4625.0,5811.0,6779.0,7540.0,8120.0,8453.0
30336999#0,64312815#1,3.4070840094005974,5858,66.0,324.0,561.0,697.0,845.0,1125.0,1631.0,2290.0,2957.0,3567.0
28264792#0,174287358,3.24165244148592,5175,9.0,82.0,464.0,1217.0,2051.0,2743.0,3206.0,3547.0,3777.0,3978.0
-275333339#2,4594482#0,11.976828549395693,10001,1.0,31.0,349.0,1383.0,3011.0,4582.0,5883.0,7042.0,8142.0,8905.0
762535827,62253948#1,4.946242904959351,4400,120.0,572.0,1029.0,1336.0,1622.0,1842.0,2051.0,2380.0,2845.0,3248.0
46270718#0,210587462,2.271240179322575,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-81114035#2,265297307#0,1.5264312178107031,138,4.0,12.0,20.0,24.0,32.0,43.0,60.0,73.0,84.0,107.0
-192123857#3,280474397#0,0.5640023429799239,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22493469#0,-379396069#30,9.357774427252728,10001,16.0,146.0,477.0,902.0,1368.0,1836.0,2416.0,3150.0,3995.0,4880.0
192297049#1,263386396,12.394781926537132,10001,2.0,12.0,84.0,339.0,884.0,1662.0,2532.0,3413.0,4206.0,4979.0
1092670934,-145038651#3,0.923765789233388,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116051208,102161456,0.9405735612972458,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
698849918,-133644918#1,20.133115555989846,10001,1.0,7.0,90.0,443.0,1341.0,2699.0,4140.0,5610.0,6822.0,7847.0
140233963,33806832#0,11.310465380430063,10001,3.0,47.0,299.0,882.0,1780.0,2890.0,4021.0,5202.0,6471.0,7612.0
111509272,237849096#1,12.152188955454468,10001,5.0,25.0,147.0,644.0,1988.0,3942.0,5827.0,7360.0,8522.0,9224.0
-191971490#1,1086753669#0,1.5398032559510797,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
520623302,-437923969#1,2.1259616618922283,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
378465233#0,274957206,3.506739508707535,8278,0.0,56.0,582.0,1208.0,1704.0,2225.0,2992.0,3686.0,4314.0,4677.0
183971278#4,-577584841,14.250510980204652,10001,3.0,21.0,129.0,430.0,990.0,1826.0,3005.0,4246.0,5463.0,6530.0
-188692577,200154472#0,3.879778350225711,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29210362,145038766,2.4980115271925856,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122666767,-59547550#10,9.206737176078166,9926,318.0,1369.0,2620.0,3980.0,5491.0,6882.0,7881.0,8611.0,9019.0,9259.0
900439225#2,248637557,1.3272968271233636,42,3.0,7.0,17.0,27.0,30.0,34.0,34.0,35.0,36.0,40.0
-257917686#1,44130918,19.048092937750816,10001,1.0,1.0,26.0,300.0,1183.0,2921.0,5062.0,6987.0,8370.0,9277.0
-39894345#3,722583957,20.860465152906045,10001,1.0,6.0,80.0,798.0,2643.0,5305.0,7644.0,9063.0,9725.0,9924.0
1086753710,243051430#2,0.91256549498952,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-430748702#1,280020565#2,1.3711318306637104,3207,42.0,167.0,402.0,807.0,1353.0,1943.0,2362.0,2592.0,2798.0,2960.0
15281601#0,297192626#0,3.2530512114903085,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55936540,340526137,2.7103682683548813,786,9.0,25.0,39.0,53.0,126.0,285.0,495.0,655.0,755.0,776.0
-120066554#2,352969051#0,18.08418517220402,10001,1.0,2.0,47.0,288.0,975.0,2163.0,3500.0,4763.0,6023.0,7292.0
250328448,-34761131#1,1.331275969612093,14,4.0,8.0,10.0,10.0,10.0,12.0,12.0,14.0,14.0,14.0
4969364,394317168,2.365362695829139,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4969364,244949437#2,5.786635240745457,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-173043026#1,166257405,1.142793127932251,872,5.0,8.0,33.0,60.0,150.0,234.0,380.0,491.0,614.0,714.0
