,origin,destination,euclidean,nb_paths,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths
210,210640965#1,32059407#0,18.42246146233158,10001,1.0,2.0,68.0,202.0,359.0,546.0,873.0,1072.0,1191.0,1262.0
211,264519575#0,248637522#6,17.293097978964077,10001,1.0,7.0,96.0,588.0,1326.0,1820.0,1852.0,1473.0,1028.0,664.0
212,220466414,-217766979#0,15.73741495777224,10001,2.0,16.0,113.0,533.0,1196.0,1656.0,1740.0,1659.0,1285.0,925.0
213,826409418#9,93258468#2,1.3795002667700604,3572,182.0,154.0,353.0,423.0,447.0,458.0,368.0,300.0,269.0,200.0
214,-154819909,197048283,2.0468048223545607,5752,31.0,58.0,148.0,198.0,335.0,287.0,332.0,342.0,399.0,411.0
215,299456211,26626088,1.7383203150589466,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,60311634,86768887#1,0.7663839474509102,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,24552235,-353017627,3.072742810849294,5037,511.0,1098.0,1461.0,1532.0,385.0,48.0,2.0,0.0,0.0,0.0
218,45774385#0,329347634,1.937205754902119,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,886485125#0,228691364,13.26716453928228,10001,1.0,15.0,159.0,506.0,976.0,1318.0,1568.0,1364.0,1312.0,1025.0
220,-49031361#1,-31539641#4,1.3241613476953156,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,-26192710#1,174286971#1,3.6907884294914286,7471,53.0,245.0,583.0,782.0,1013.0,1227.0,1198.0,902.0,566.0,404.0
222,643058400#0,184796708,2.418667762790405,4312,26.0,102.0,156.0,160.0,187.0,316.0,489.0,605.0,539.0,445.0
223,4969364,-34761282#4,2.081239144798986,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,191320570,-264501976#1,5.162516587083069,10001,1.0,3.0,35.0,146.0,364.0,648.0,853.0,1002.0,1084.0,1130.0
225,203301275,102430557#0,2.3037365676659336,5846,71.0,244.0,459.0,819.0,928.0,913.0,733.0,474.0,371.0,230.0
226,14581116#2,-30336959#0,3.4943208317751595,3418,19.0,117.0,235.0,495.0,500.0,480.0,415.0,173.0,120.0,37.0
227,145038661#0,940482583#1,11.255773290884228,10001,1.0,16.0,132.0,415.0,772.0,872.0,865.0,813.0,828.0,804.0
228,244552334#0,189333224#2,18.084766220853467,10001,1.0,1.0,17.0,149.0,540.0,1033.0,1344.0,1446.0,1275.0,1074.0
229,340526131#0,-95108499#2,1.3915374326035792,323,1.0,6.0,8.0,14.0,38.0,33.0,70.0,45.0,36.0,30.0
230,-770270882,407291029#0,21.56884938974681,9967,1.0,91.0,431.0,922.0,985.0,855.0,857.0,828.0,822.0,835.0
231,264517777#0,-722584443,17.037736764790417,10001,1.0,6.0,177.0,777.0,1629.0,1988.0,1793.0,1339.0,838.0,580.0
232,192227215,1093009826,1.464664530840933,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,378465233#0,-32760790#1,15.754138640555889,10001,1.0,0.0,60.0,298.0,733.0,1022.0,1214.0,1321.0,1306.0,1107.0
234,-265317023#2,900439226,9.043859942716312,9958,129.0,470.0,1243.0,1847.0,1567.0,1262.0,1105.0,900.0,678.0,391.0
235,77767390#3,28248359,2.443776681203359,7036,54.0,244.0,594.0,1051.0,1165.0,1108.0,819.0,564.0,331.0,232.0
236,424190057,189333224#2,0.8717485831239363,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,-854916723,184231212,3.713776753161476,8288,16.0,74.0,143.0,209.0,303.0,588.0,875.0,855.0,735.0,769.0
238,912309235,172345941,2.149451070125283,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,-39894343#1,-141516570#0,2.199665873244509,5528,84.0,403.0,790.0,884.0,606.0,436.0,308.0,423.0,474.0,427.0
240,329347624,722586614#1,19.354158505405035,10001,1.0,1.0,140.0,1003.0,2472.0,2772.0,1994.0,1031.0,432.0,115.0
241,59465371#0,32059411,5.782312976132086,8124,368.0,1235.0,926.0,444.0,357.0,594.0,634.0,546.0,466.0,438.0
242,1021103984#0,1043681402#0,3.3596760208949568,6214,18.0,136.0,325.0,558.0,594.0,643.0,768.0,986.0,767.0,474.0
243,23126064,142373483,2.15101560949244,339,4.0,4.0,16.0,31.0,42.0,40.0,58.0,45.0,36.0,31.0
244,-377381239,-34334482,2.6193187753035803,6853,55.0,229.0,457.0,840.0,1420.0,1024.0,799.0,574.0,346.0,178.0
245,266477999#0,940482583#2,10.49651122101748,10001,1.0,2.0,30.0,214.0,719.0,1398.0,1727.0,1794.0,1552.0,1035.0
246,340526131#0,-565727007#2,3.311934741335765,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,23331990,-342633569,5.977937266327599,10001,28.0,177.0,450.0,618.0,769.0,840.0,943.0,951.0,916.0,936.0
248,28878000,-123809106#1,4.33163259341129,9989,49.0,187.0,384.0,632.0,808.0,1093.0,1069.0,1231.0,1126.0,933.0
249,112426157#0,274918302#0,3.664336439260704,9997,36.0,235.0,762.0,1426.0,1920.0,1804.0,1518.0,1039.0,655.0,342.0
250,-1022680261,537191925#0-AddedOnRampEdge,4.496285015783095,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,77767390#2,34761131#1,15.938394298381242,10001,4.0,10.0,97.0,387.0,1019.0,1559.0,1738.0,1447.0,1162.0,913.0
252,350878472,-167107651#5,21.153052880057693,9999,1.0,16.0,293.0,1005.0,1345.0,1166.0,797.0,612.0,436.0,402.0
253,285272385#0,1051205981,10.005790865920526,10001,12.0,125.0,382.0,523.0,480.0,455.0,573.0,834.0,1096.0,1107.0
254,23126599,196204302,1.472492424258975,335,8.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,10.0
255,266466739,45406468#0,15.625368355007382,10001,1.0,58.0,147.0,384.0,608.0,941.0,1207.0,1316.0,1265.0,1118.0
256,37130677#0,196664114#0,10.143295032045655,10001,1.0,13.0,105.0,272.0,564.0,805.0,1015.0,1151.0,1114.0,1103.0
257,4969364,34761131#5,3.1223098087320964,450,30.0,22.0,197.0,88.0,98.0,9.0,6.0,0.0,0.0,0.0
258,86072223,370461999,12.716943747732614,10001,2.0,46.0,282.0,745.0,1077.0,1201.0,1179.0,957.0,834.0,709.0
259,-378950413#2,274928868-AddedOnRampEdge,1.6494927199672524,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,396874142#0,141209712,1.7484507755618108,3737,35.0,132.0,365.0,642.0,643.0,691.0,594.0,293.0,202.0,93.0
261,94610713#2,277593741,0.946396505909827,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,25802990#0,134017542,2.950404665165474,4828,7.0,23.0,44.0,127.0,247.0,342.0,332.0,492.0,526.0,416.0
263,250328448,621999023,6.832092528913481,6812,285.0,704.0,715.0,664.0,453.0,330.0,519.0,828.0,883.0,660.0
264,668139707,350878471,1.1848475208997291,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,-900439225#0,26603867#0-AddedOnRampEdge,1.144156585961749,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,161564548#0,120191829,9.953173158916998,10001,1.0,7.0,51.0,139.0,336.0,504.0,654.0,791.0,900.0,854.0
267,529181612,1101879904,0.968717084370226,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,-34374688,265630459#0,13.588511119141597,10001,1.0,4.0,36.0,272.0,565.0,1139.0,1540.0,1637.0,1468.0,1108.0
269,-33421760#2,197094385#0,5.89863700507347,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,-264979268#1,27951130#0,1.0587163321800803,52,0.0,1.0,3.0,8.0,12.0,4.0,4.0,6.0,8.0,4.0
271,23229778#0,-577584841,13.508078728528451,10001,2.0,5.0,44.0,231.0,654.0,1169.0,1439.0,1448.0,1391.0,1255.0
272,939311539,282680828,1.80438335241322,593,7.0,10.0,29.0,43.0,61.0,74.0,77.0,81.0,74.0,59.0
273,117421469#0,250328448,14.944590661796228,10001,1.0,57.0,389.0,851.0,993.0,1085.0,1019.0,1052.0,1030.0,963.0
274,-30654403#3,4836536,19.106741524960352,10001,13.0,29.0,122.0,475.0,1055.0,1721.0,2023.0,1758.0,1252.0,760.0
275,4968774,44307993#1,15.932625040452963,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,45336748#0,41433107,1.2680490451223343,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,832595481,1016920590,11.988884205420034,9997,5.0,83.0,371.0,712.0,952.0,1050.0,1185.0,1099.0,972.0,932.0
278,406245316-AddedOnRampEdge,118229839#0,1.5712071768223703,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,28815541#0,343020543#0,0.8278881793805669,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,329347636,-39894345#1,2.0558326624111207,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,184343038,273256045,1.2918673321053509,2070,17.0,29.0,58.0,166.0,229.0,290.0,273.0,194.0,147.0,147.0
282,4968774,-34761131#4,2.331317100481943,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,-25133812,-236789965,17.799103667924456,10000,1.0,5.0,116.0,349.0,566.0,811.0,919.0,1053.0,1079.0,1088.0
284,52026998,1051205981,22.32445886575197,10001,1.0,3.0,91.0,312.0,527.0,896.0,1127.0,1191.0,1210.0,1160.0
285,520623302,64312806,6.11405351862464,6864,116.0,217.0,271.0,554.0,664.0,577.0,470.0,454.0,681.0,635.0
286,-577584841,211147449,1.6724488021459492,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,442668750,1051205981,22.020741278001765,10001,1.0,3.0,96.0,346.0,553.0,849.0,1112.0,1092.0,1129.0,1147.0
288,394316203,-167107651#5,2.993404283563297,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,173957702#0,264627776#0,2.350923678159939,238,11.0,19.0,47.0,48.0,32.0,16.0,8.0,2.0,7.0,9.0
290,-900439225#2,53420585#7,2.0237002868459952,226,7.0,21.0,59.0,56.0,37.0,19.0,16.0,11.0,0.0,0.0
291,285135596#0,267457722,1.2810854464971335,1240,1.0,0.0,0.0,0.0,14.0,64.0,79.0,174.0,174.0,186.0
292,-111502227,34761131#4,2.695152380075628,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,138145880,-364266009#4,4.312116849890088,9882,16.0,250.0,637.0,937.0,1186.0,1552.0,1581.0,1271.0,934.0,709.0
294,-267706576,10752280#0,2.714294789968153,8546,337.0,1811.0,2402.0,1850.0,1160.0,593.0,267.0,95.0,24.0,3.0
295,-236789965,216265131#0,2.3019722681396875,2112,9.0,32.0,143.0,287.0,504.0,388.0,445.0,272.0,32.0,0.0
296,170156972#0,283839713,1.241021763832343,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,44307983,315676789,1.970973161571872,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,403267469,244949437#0,12.62961812851779,10001,1.0,5.0,88.0,444.0,1052.0,1612.0,1952.0,1797.0,1259.0,777.0
299,162028015,565324119#1,1.4432329865082048,2791,28.0,59.0,55.0,102.0,156.0,261.0,309.0,293.0,332.0,322.0
300,-356117987,-203301204#0,1.2805492575341415,38,2.0,0.0,4.0,4.0,9.0,17.0,2.0,0.0,0.0,0.0
301,162729508#0,1036977388,3.827659687094109,10001,8.0,62.0,253.0,623.0,922.0,1040.0,1110.0,1111.0,1025.0,905.0
302,237165177#0,64312784#0,3.1109721517854645,4699,1.0,0.0,0.0,0.0,0.0,6.0,42.0,83.0,106.0,125.0
303,-277593745,145593789#0,4.073965952314713,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,-967094042#1,528121830,0.617432159420792,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1086753709,250328447,30.13126091349066,10001,1.0,0.0,20.0,275.0,1101.0,2099.0,2307.0,1671.0,1097.0,688.0
306,352285199,137216977#0,0.7180187997582782,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,37455490#1,41952928#1-AddedOnRampEdge,1.9973943345181708,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,140579408#2,-23963538#2,4.679431168309297,5958,163.0,556.0,875.0,1018.0,789.0,675.0,604.0,466.0,359.0,218.0
309,-145038651#3,120066579,10.81142847801955,10000,4.0,57.0,238.0,536.0,761.0,732.0,638.0,577.0,582.0,571.0
310,50309901,172431733,11.432232107923886,10001,1.0,23.0,121.0,348.0,608.0,834.0,990.0,995.0,953.0,746.0
311,49807743#0,342649440#2-AddedOnRampEdge,20.40564888399728,10001,1.0,4.0,60.0,383.0,1008.0,1409.0,1574.0,1506.0,1334.0,1048.0
312,28048230#2,350878471,17.132907648213806,9994,1.0,12.0,322.0,941.0,1034.0,1001.0,844.0,736.0,617.0,485.0
313,378950436#2,210943686#0,4.085438598136105,7815,191.0,337.0,491.0,730.0,793.0,743.0,515.0,390.0,374.0,493.0
314,-315455713#1,369244036,1.3521568434995372,1870,3.0,3.0,35.0,73.0,72.0,106.0,195.0,176.0,133.0,158.0
315,25802990#0,939311538,2.213320650470364,1632,3.0,4.0,6.0,6.0,40.0,69.0,120.0,150.0,152.0,143.0
316,149158281,-30337183#0,14.948826362330948,10001,1.0,0.0,26.0,132.0,406.0,623.0,804.0,866.0,931.0,990.0
317,668139707,-183693139#2,16.275629288053146,10001,1.0,6.0,155.0,975.0,2242.0,2524.0,1857.0,1168.0,632.0,278.0
318,85890899#0,273229884#0,0.503956180923771,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,266466739,24871207,1.2097799854149962,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,191702416,1030407888#0,8.846756157270107,10001,9.0,87.0,345.0,836.0,1252.0,1512.0,1476.0,1265.0,985.0,769.0
321,178805741#0,249760002#0,1.028067165645524,20,2.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
322,4969364,34761131#5,3.1223098087320964,444,28.0,22.0,187.0,85.0,103.0,12.0,7.0,0.0,0.0,0.0
323,51863701#0,-248440500,0.7511036716680864,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,196204283#0,-81130465#1,8.097762117797764,9919,1.0,66.0,298.0,602.0,805.0,936.0,893.0,783.0,753.0,606.0
325,-427036031,442468868,10.659817833282563,10001,6.0,44.0,175.0,372.0,693.0,1071.0,1488.0,1544.0,1361.0,1089.0
326,442909173#2,-156888742#9,9.412210364049058,10001,1.0,2.0,20.0,124.0,385.0,758.0,1142.0,1565.0,1541.0,1349.0
327,264617025#0,266536710,1.5079444285732244,4933,207.0,803.0,746.0,690.0,952.0,620.0,367.0,267.0,136.0,75.0
328,283843332#0,211285108#0,2.7902183299489263,7268,51.0,230.0,421.0,895.0,1391.0,1383.0,1258.0,896.0,429.0,191.0
329,38341675#0,166257413#0,1.1538564628307066,212,6.0,0.0,6.0,9.0,6.0,6.0,18.0,16.0,9.0,7.0
330,25245989#0,41433107,1.959121858513389,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,997572387,33806832#0,1.553172718790405,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,-297192626#1,145593789#0,3.0004044250952493,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,584191147#0-AddedOffRampEdge,199401149#1,0.6457357618049452,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,4969364,34761131#5,3.1223098087320964,439,31.0,22.0,184.0,89.0,93.0,14.0,6.0,0.0,0.0,0.0
335,424190058,52878115#0,6.981246426868686,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,274957213,34761131#0,8.253063809949248,9948,132.0,584.0,1423.0,1845.0,1505.0,1149.0,1061.0,856.0,721.0,383.0
337,-495946545#3,132382957,5.244588193468465,7691,192.0,724.0,1045.0,1788.0,1393.0,827.0,475.0,317.0,201.0,162.0
338,4604786#0,277519159,1.4059403142428282,4539,32.0,212.0,384.0,280.0,362.0,466.0,463.0,433.0,371.0,341.0
339,14580803#0,373912913,3.1697927135488126,9118,232.0,873.0,2251.0,2101.0,1197.0,489.0,172.0,76.0,119.0,409.0
340,78009542#3,-45336711#2,3.461020940863654,8747,99.0,588.0,1285.0,1585.0,1778.0,1361.0,950.0,578.0,282.0,133.0
341,78825081#0,264393976,19.83923329963548,10001,1.0,0.0,18.0,152.0,506.0,843.0,993.0,859.0,734.0,708.0
342,24526859,1060553507,11.17279213417908,9978,4.0,49.0,242.0,549.0,882.0,960.0,1053.0,1105.0,1106.0,1044.0
343,156964938,340151707,3.916719067689776,9337,176.0,499.0,912.0,1381.0,1539.0,1315.0,976.0,661.0,548.0,564.0
344,-257917686#1,340526118,1.2984498247449483,2416,74.0,145.0,127.0,68.0,84.0,111.0,82.0,112.0,343.0,474.0
345,-44130918,201671810#5,1.07519071204814,6,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,277565910#0,109077968,7.214419053291709,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,4968774,-722586614#0,4.792259347940305,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,32707901#3,134013032#0,1.7666818077119024,1646,131.0,186.0,343.0,276.0,251.0,242.0,108.0,75.0,19.0,8.0
349,274926560#1-AddedOffRampEdge,145593789#0,2.877286911117149,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,204902850,25802994,2.622086002695988,4653,11.0,75.0,261.0,545.0,697.0,630.0,599.0,520.0,415.0,334.0
351,244564998,41518228#0,3.52881801928672,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,32060855,248637521#1,29.24371644808208,10001,1.0,14.0,209.0,903.0,1552.0,1766.0,1642.0,1289.0,932.0,658.0
353,-30337183#2,-290560387#0,3.1266234680089715,4464,30.0,132.0,124.0,35.0,4.0,4.0,110.0,396.0,686.0,713.0
354,-255064700#1,379059897#0,7.085071623248631,9998,29.0,300.0,797.0,1026.0,990.0,865.0,879.0,1009.0,920.0,852.0
355,175228115,30654178,1.6693206018890998,288,17.0,27.0,19.0,51.0,52.0,50.0,12.0,11.0,8.0,8.0
356,-164701844#2,172708667#0,1.7059028046335127,6123,30.0,163.0,419.0,687.0,763.0,779.0,803.0,668.0,511.0,409.0
357,189145635,100966857#2,0.7927313453349933,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,25764506#0,-22493435#2,3.418051805834949,9971,109.0,367.0,539.0,798.0,948.0,1013.0,907.0,887.0,900.0,836.0
359,140657025#10,24725467#1,1.7624021424674947,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,37455490#0,25765022#0,2.493692032581258,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,-275310911#2,275280125#0,0.7274547546921406,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,918335382#0,-236789965,14.003097174230216,10001,6.0,85.0,271.0,447.0,720.0,1177.0,1450.0,1618.0,1436.0,1061.0
363,1035805458,162242389,9.142001469375469,10001,10.0,170.0,563.0,904.0,1281.0,1428.0,1321.0,1188.0,985.0,747.0
364,-30149776,-195034433#7,1.4490102574237596,1742,10.0,6.0,19.0,42.0,100.0,94.0,188.0,224.0,187.0,149.0
365,15495453#0,329347634,1.234136295719256,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,78009542#3,689695310#0-AddedOffRampEdge,0.652703925954041,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,44722581#1,575728051,20.931619116016986,10001,1.0,2.0,68.0,350.0,846.0,1253.0,1395.0,1388.0,1352.0,1138.0
368,1086753709,-30336999#0,4.228976774597115,9991,162.0,771.0,1589.0,1861.0,1562.0,1260.0,1076.0,741.0,453.0,249.0
369,111507186#0,-201671802#0,1.1027367758824176,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,-899831802,-356117987,1.3765771377437948,15,4.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
371,323217245#4,28248357#0,3.453960944342862,6833,43.0,384.0,1139.0,1672.0,1320.0,852.0,597.0,374.0,212.0,128.0
372,295269618#0,41433107,3.29657611912457,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,-1022680261,1028638193,1.7417842645727204,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,-900439225#2,394317168,1.6963336351465588,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,32382158#0,43760383,0.6417182154479013,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,22884320,197146795#0,3.7122746328521217,9676,113.0,427.0,653.0,919.0,1160.0,1116.0,1004.0,889.0,811.0,663.0
377,-397978440#0,219836104#0,3.158288305355076,9158,322.0,779.0,850.0,791.0,778.0,765.0,892.0,924.0,869.0,655.0
378,668139707,939311537#0,4.042924919913208,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,668139707,191695031#0,2.2037728787491915,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,168042028,196204230#0,6.608952903202269,9989,1.0,41.0,263.0,850.0,1691.0,1948.0,1798.0,1292.0,861.0,530.0
381,-232256747#1,194296878#2,21.30475295363744,10001,1.0,0.0,10.0,209.0,585.0,991.0,1023.0,1097.0,1212.0,1247.0
382,-343973644#18,-565727007#4,3.002470617305876,3180,5.0,56.0,216.0,405.0,580.0,723.0,577.0,308.0,138.0,96.0
383,4968774,34761131#5,2.935383125320362,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,587824507,166265608#2,1.7718678872209068,4263,14.0,78.0,487.0,485.0,281.0,231.0,212.0,276.0,338.0,252.0
385,-370037162#2,52835940#1-AddedOnRampEdge,1.3505522979738696,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,184817376#0,33829998#0,1.5193441743945824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,-900439225#0,201669212#2,1.1647721464652463,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,323217056#0,277614518,3.027628734237085,7154,28.0,349.0,806.0,872.0,712.0,625.0,658.0,756.0,747.0,541.0
389,-29200757#1,82246496#4,1.8099829565187804,1922,25.0,65.0,68.0,101.0,116.0,127.0,212.0,217.0,209.0,217.0
390,243051429#0,-33806802#1,2.9078107431309297,8216,329.0,911.0,960.0,1284.0,1705.0,1417.0,795.0,403.0,181.0,103.0
391,329347636,-39894343#1,2.194768668153988,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,-244949437#1,274928868-AddedOnRampEdge,2.532703718107688,5213,78.0,162.0,249.0,360.0,418.0,483.0,602.0,671.0,595.0,387.0
393,900439226,41952924,5.974305532381357,8962,37.0,414.0,1058.0,1437.0,1406.0,1152.0,987.0,931.0,712.0,373.0
394,770270886,154231280,1.4586731376266793,214,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,18.0
395,250328448,342649440#2-AddedOffRampEdge,0.7867448509901613,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,264485083#0,264501968#0,0.6065007388930951,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,135287706#0,4620824,16.622098041947506,10001,2.0,38.0,263.0,700.0,1029.0,1279.0,1511.0,1502.0,1239.0,906.0
398,-170476403,59995423,2.824414749702957,5610,59.0,273.0,609.0,728.0,814.0,780.0,561.0,460.0,453.0,285.0
399,22821253,192130971#2,13.949811814173096,10001,3.0,32.0,111.0,280.0,553.0,985.0,1455.0,1743.0,1629.0,1198.0
400,-565727007#4,940482583#2,1.0846786173541498,5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,-81130450#5,22736051#5,6.407056569211083,10001,9.0,58.0,166.0,276.0,424.0,564.0,718.0,811.0,827.0,878.0
402,264913678#0,264520563#0,1.2266145407933255,5602,10.0,47.0,155.0,345.0,482.0,602.0,780.0,777.0,717.0,579.0
403,-23313547#7,-203280737#4,2.8180103861352515,8652,0.0,5.0,173.0,629.0,1064.0,1306.0,1102.0,941.0,805.0,715.0
404,1036789795,4620824,31.42729579203284,10001,2.0,35.0,280.0,822.0,1395.0,1634.0,1579.0,1286.0,1006.0,735.0
405,294556832#1,210625215#0,0.969438599108946,15,4.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
406,44722483#0,33268412#0,0.8939816871129912,5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
407,350878472,900439225#2,18.942945939068657,10001,1.0,2.0,174.0,1190.0,2553.0,2809.0,1905.0,875.0,359.0,99.0
408,397978440#0,134151177#0,3.0447058666833766,8494,54.0,125.0,442.0,427.0,438.0,454.0,421.0,378.0,302.0,193.0
409,55936539-AddedOnRampEdge,78009829,3.3652789574334525,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,-44157788#1,692770271#0,4.296686369530049,9323,148.0,514.0,689.0,743.0,703.0,911.0,816.0,613.0,426.0,454.0
411,-319800584,370411953#0,16.760880278844297,10001,1.0,2.0,31.0,113.0,306.0,543.0,818.0,804.0,711.0,631.0
412,-243051430#1,120213604#15,4.365544909354336,8526,250.0,697.0,764.0,817.0,1188.0,1120.0,869.0,564.0,434.0,335.0
413,25303224#0,-340151719#1,1.1682194043574492,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,4968774,623182790#2,1.8587244004306047,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,211285108#0,14581116#1,2.562236837424628,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,-245764889,931673333,22.561294441821296,10001,1.0,0.0,37.0,255.0,819.0,1174.0,1252.0,1244.0,1240.0,1044.0
417,-30336752#4,-189145628#5,2.6989510375867494,8425,703.0,2192.0,1650.0,1031.0,561.0,299.0,182.0,102.0,41.0,202.0
418,52026998,-45778841#2,22.00229861106315,10001,1.0,2.0,20.0,147.0,482.0,760.0,970.0,989.0,946.0,943.0
419,-52027005#1,-201671802#2,15.204531756847176,10001,1.0,12.0,94.0,486.0,1011.0,1590.0,1725.0,1583.0,1347.0,1022.0
