,origin,destination,euclidean,nb_paths,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths
864,44157798#0,-200433713#1,1.736893036499653,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,190029467#0,132382960#0,4.580087943096104,9150,86.0,292.0,703.0,1031.0,1220.0,1312.0,1156.0,944.0,746.0,531.0
866,49810106#3,154819912,8.073628242481155,9981,2.0,29.0,150.0,287.0,522.0,695.0,934.0,1084.0,1108.0,1148.0
867,-353021172#3,228692787,14.677683705701243,10001,2.0,13.0,84.0,320.0,850.0,1319.0,1589.0,1495.0,1251.0,1051.0
868,329347625#0,-44308005#3,3.1504091493008417,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,4968774,49077114,16.64195761071301,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,994080315,112426143,9.82385532685334,9996,2.0,48.0,224.0,460.0,612.0,788.0,878.0,936.0,963.0,877.0
871,-64312782#2,45031903#1,23.601946350777325,10001,1.0,1.0,76.0,272.0,574.0,918.0,1270.0,1342.0,1198.0,1062.0
872,-45031903#0,394317168,3.993238318078266,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,668139707,329347634,1.038797145241011,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,274074308#0,45792143,1.1276823033908514,3592,0.0,5.0,22.0,104.0,318.0,525.0,687.0,597.0,505.0,371.0
875,-185455061#3,84553030#2,1.3168627896466667,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,-183217906,256587213,1.040544463888134,816,0.0,5.0,16.0,12.0,43.0,57.0,91.0,143.0,141.0,134.0
877,30337183#1,370462000,3.241742066812924,9383,326.0,1048.0,2657.0,1883.0,1026.0,422.0,134.0,97.0,143.0,568.0
878,244564998,154635187,3.905820976151424,529,1.0,0.0,10.0,45.0,87.0,9.0,2.0,0.0,20.0,85.0
879,196208763,52878164#1,1.117364733019948,28,6.0,2.0,2.0,8.0,2.0,4.0,2.0,2.0,0.0,0.0
880,302024339#0,23679523,1.1696290953646278,459,8.0,23.0,31.0,48.0,58.0,59.0,47.0,38.0,48.0,23.0
881,329347631,141516570#1,4.426004810156922,8547,776.0,2277.0,1711.0,975.0,615.0,343.0,227.0,147.0,111.0,111.0
882,957107412#0,111509284#0,2.992522394840423,6226,160.0,514.0,625.0,1001.0,1329.0,1282.0,721.0,368.0,145.0,60.0
883,-55339582#1,189145628#4,6.390474325284549,9998,42.0,177.0,477.0,640.0,695.0,786.0,1068.0,1222.0,1319.0,1144.0
884,-269492068,174286971#0,14.25712044044548,10001,1.0,8.0,72.0,191.0,363.0,438.0,548.0,717.0,854.0,951.0
885,44722581#1,-75538648#1,1.947829647573699,396,15.0,17.0,28.0,22.0,30.0,41.0,46.0,46.0,58.0,39.0
886,120066566,172410734#4,1.7388072877491318,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,217873270#0,201668559,5.903309290728514,9760,113.0,466.0,1069.0,1422.0,1381.0,1253.0,1218.0,1019.0,733.0,487.0
888,25558032#1,172410734#4,22.368534909473787,10001,1.0,10.0,325.0,806.0,1277.0,1214.0,822.0,586.0,512.0,543.0
889,-49806848#3,327148060#2,5.706709914869693,10000,27.0,165.0,476.0,900.0,1200.0,1190.0,1179.0,1076.0,981.0,850.0
890,120066566,252472885#2,1.153601393708593,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,272791496#0,22493305#0,1.1570605720752254,2837,10.0,40.0,42.0,109.0,171.0,243.0,277.0,368.0,288.0,320.0
892,302024346#2,201673007,13.527267054328789,10001,1.0,14.0,99.0,364.0,803.0,1428.0,1811.0,1862.0,1455.0,915.0
893,394316203,-472700535#5,2.010468564353518,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,38706057,-37455489#7,2.4619350304175103,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,52026998,294556832#0,1.349134393549992,824,1.0,1.0,2.0,5.0,13.0,16.0,19.0,48.0,59.0,92.0
